can i just use oil instead of vinegar,72,0.348,11,0.089,32,0.088,69,0.043,90,0.037,9,0.026,128,0.025,107,0.02,112,0.018,46,0.018
does my td ameritrade checking account take direct deposit,89,0.124,32,0.055,130,0.049,9,0.048,50,0.04,39,0.038,147,0.025,55,0.025,114,0.024,11,0.024
can you help me pay this bill,33,0.176,110,0.151,11,0.127,9,0.073,32,0.057,85,0.054,114,0.045,3,0.03,8,0.015,50,0.013
what is 1 fifth times 2 fifths,55,0.108,81,0.08,1,0.063,9,0.05,40,0.041,50,0.039,39,0.032,114,0.03,96,0.027,16,0.023
how do i find my present location right now,75,0.165,9,0.082,41,0.066,11,0.066,32,0.05,129,0.047,132,0.028,121,0.024,2,0.024,17,0.021
for checkbooks can i order them for my chase account,100,0.138,50,0.138,11,0.126,1,0.095,9,0.052,32,0.046,8,0.032,130,0.031,39,0.02,90,0.015
i need an uber to take me to the mall,41,0.126,116,0.083,50,0.055,3,0.048,128,0.047,75,0.047,11,0.045,32,0.045,121,0.032,130,0.032
it was great to speak with you,91,0.12,43,0.075,130,0.029,74,0.023,69,0.023,39,0.022,58,0.021,50,0.019,118,0.018,75,0.017
please tell me the name you use for me,11,0.179,74,0.11,9,0.062,32,0.062,144,0.042,97,0.039,69,0.029,39,0.024,51,0.023,127,0.019
i have a fraudulent transaction from wal mart on my account,8,0.111,57,0.064,39,0.039,23,0.034,92,0.033,9,0.032,130,0.031,114,0.029,32,0.026,138,0.026
what interest rate am i getting from bank of america,28,0.43,9,0.057,11,0.044,32,0.039,39,0.03,3,0.023,75,0.017,114,0.017,97,0.016,1,0.014
are there meeting rooms available between 11-12,11,0.135,32,0.115,97,0.061,115,0.041,25,0.037,50,0.028,9,0.027,75,0.019,18,0.017,3,0.017
is the review ned's have good,97,0.061,50,0.048,130,0.041,69,0.04,23,0.038,114,0.037,144,0.031,90,0.029,39,0.027,1,0.027
set a reminder to pick up the kids,16,0.17,61,0.071,1,0.057,50,0.053,58,0.031,39,0.028,6,0.027,3,0.023,125,0.02,11,0.02
switch tv,27,0.102,75,0.038,50,0.037,39,0.036,130,0.03,1,0.024,135,0.024,128,0.021,32,0.019,79,0.017
"""ai, cancel that last request""",71,0.127,87,0.118,147,0.075,91,0.061,50,0.042,52,0.025,128,0.024,32,0.022,27,0.021,15,0.016
i'd like to know about setting up direct deposit,11,0.164,32,0.138,89,0.089,9,0.065,90,0.024,50,0.018,129,0.014,75,0.014,39,0.013,130,0.013
did i put cutting the grass on my todo list,126,0.194,50,0.06,58,0.055,142,0.047,90,0.046,9,0.043,130,0.041,32,0.038,147,0.029,16,0.028
what's the mileage to get the the taj mahal in atlantic city,41,0.183,148,0.087,94,0.069,11,0.034,39,0.031,9,0.028,2,0.022,50,0.021,75,0.02,58,0.017
let me know the status of flight dl123,98,0.17,32,0.074,2,0.071,115,0.049,132,0.038,11,0.031,50,0.03,75,0.025,3,0.023,97,0.022
what is the minimum amount due on my cable bill,19,0.155,11,0.072,114,0.069,32,0.058,9,0.051,33,0.046,85,0.04,110,0.039,50,0.035,1,0.032
is is very much true,130,0.157,97,0.077,116,0.047,39,0.043,55,0.041,50,0.024,16,0.022,1,0.02,69,0.019,75,0.017
do you know what my precise credit score is,47,0.225,11,0.112,32,0.102,9,0.063,147,0.034,3,0.034,130,0.021,39,0.021,97,0.019,69,0.015
what is the exchange rate from pounds sterling to us dollars,117,0.359,9,0.055,11,0.045,39,0.035,114,0.025,121,0.024,70,0.023,16,0.019,90,0.016,55,0.016
please inform me on bad habits and overcoming them,32,0.116,11,0.091,16,0.052,61,0.045,69,0.043,9,0.023,42,0.02,39,0.018,58,0.018,97,0.018
can you switch me to a new insurance plan,15,0.22,105,0.106,32,0.092,11,0.072,3,0.062,27,0.049,9,0.038,128,0.024,50,0.023,135,0.022
"""can you give me a burmese meal suggestion, please""",11,0.158,82,0.147,112,0.099,9,0.061,32,0.056,50,0.037,3,0.036,1,0.03,90,0.02,130,0.017
please reminder for car meet,2,0.117,132,0.092,41,0.065,16,0.044,97,0.041,11,0.036,50,0.036,61,0.033,58,0.029,25,0.027
i need to block all transactions from going through on my citi checking account straight away,8,0.142,14,0.077,87,0.061,102,0.06,11,0.054,138,0.052,1,0.051,42,0.029,9,0.027,16,0.023
was my last transaction at walmart,91,0.2,8,0.155,39,0.042,50,0.041,19,0.035,57,0.034,147,0.03,130,0.027,44,0.026,115,0.017
what to do in minneapolis,41,0.23,75,0.131,50,0.038,129,0.03,132,0.028,39,0.025,1,0.025,2,0.023,32,0.019,94,0.017
i need to know the apr for my visa card,128,0.089,32,0.072,2,0.064,16,0.058,109,0.046,11,0.045,50,0.036,9,0.036,132,0.03,100,0.024
how much is my electric bill for,33,0.26,11,0.061,9,0.059,85,0.044,32,0.038,110,0.027,114,0.026,39,0.024,79,0.022,147,0.021
tell me the reason there is a hold or block on my account,32,0.162,11,0.093,9,0.086,14,0.051,3,0.048,102,0.028,71,0.026,1,0.024,114,0.022,50,0.017
do you think arizona has plenty of bike routes,41,0.178,32,0.086,11,0.077,9,0.041,90,0.032,121,0.03,50,0.02,75,0.018,130,0.015,147,0.015
what hobbies pique your interest,10,0.561,11,0.034,9,0.018,69,0.016,32,0.015,130,0.013,90,0.012,39,0.011,94,0.01,55,0.01
please increase the speed of your talking,95,0.297,11,0.135,32,0.039,20,0.038,107,0.026,130,0.02,116,0.02,86,0.018,39,0.018,94,0.018
i need to sign up for a new allstate plan,15,0.311,105,0.147,128,0.047,97,0.035,50,0.031,1,0.028,27,0.025,58,0.019,11,0.018,61,0.018
who is your job with,127,0.39,9,0.048,11,0.033,39,0.026,55,0.026,32,0.023,97,0.022,16,0.018,50,0.014,128,0.013
when should i get new tires,103,0.144,50,0.108,32,0.099,11,0.074,125,0.066,1,0.041,58,0.033,3,0.027,104,0.027,128,0.024
my insurance gives me what benefits,105,0.39,130,0.039,50,0.033,4,0.033,97,0.023,39,0.023,114,0.022,15,0.022,23,0.02,13,0.018
tell me where i am,11,0.156,32,0.104,75,0.083,26,0.083,9,0.081,3,0.044,2,0.031,129,0.026,132,0.021,121,0.02
not true,147,0.477,87,0.065,71,0.049,97,0.034,150,0.023,107,0.014,109,0.014,69,0.011,144,0.011,92,0.01
find that song that goes something like i'm hooked on a feeling,133,0.194,9,0.141,137,0.094,11,0.045,39,0.033,107,0.031,130,0.026,90,0.023,121,0.022,32,0.02
what were some of ben franklin's notable accomplishments,11,0.063,9,0.034,50,0.033,90,0.028,32,0.026,1,0.026,130,0.025,39,0.023,69,0.021,94,0.02
insert what i am listening to into my jazz playlist,137,0.209,133,0.092,11,0.073,86,0.046,39,0.039,130,0.025,135,0.024,121,0.023,37,0.022,114,0.022
is my card's apr good,109,0.061,130,0.056,8,0.046,50,0.045,114,0.024,39,0.024,1,0.023,19,0.021,128,0.02,4,0.02
find out where my phone is,63,0.226,11,0.121,9,0.074,39,0.032,75,0.032,26,0.032,32,0.031,3,0.023,86,0.02,16,0.018
how many calories on average are in a hot dog,34,0.302,0,0.272,112,0.023,96,0.02,11,0.019,81,0.019,9,0.019,147,0.018,39,0.018,55,0.013
how many dollars can i exchange for 100000 yen,117,0.16,11,0.125,9,0.066,81,0.042,8,0.039,1,0.032,114,0.031,32,0.03,20,0.028,135,0.024
what is the amount of my state taxes,45,0.3,9,0.058,11,0.047,33,0.042,39,0.028,55,0.024,114,0.022,32,0.019,85,0.017,1,0.014
where is your country of origin,83,0.239,9,0.049,11,0.049,97,0.032,55,0.026,39,0.026,26,0.025,144,0.023,32,0.023,16,0.021
create a new timer,58,0.144,6,0.131,39,0.028,16,0.028,27,0.026,61,0.026,1,0.019,50,0.017,114,0.017,130,0.017
what year was the first pokemon game released,115,0.211,9,0.085,11,0.05,96,0.047,16,0.026,90,0.024,39,0.023,58,0.023,130,0.022,147,0.02
will you add mopping to my to do list please,11,0.227,126,0.138,32,0.138,9,0.071,142,0.066,50,0.023,18,0.02,58,0.016,90,0.015,130,0.014
would you please get your accent changed to the male british one,53,0.226,11,0.118,107,0.094,135,0.051,32,0.036,9,0.036,69,0.028,27,0.025,97,0.021,39,0.02
how many points do i have to cash,4,0.118,8,0.07,114,0.04,13,0.031,9,0.03,50,0.03,19,0.026,12,0.025,110,0.022,94,0.019
please tell me why walgreen's wouldn't take my card,11,0.163,32,0.118,71,0.102,9,0.085,8,0.043,147,0.026,50,0.022,75,0.021,39,0.014,128,0.013
did i set up a reminder to clean the bathroom,16,0.155,125,0.091,9,0.054,58,0.039,130,0.039,6,0.034,11,0.029,90,0.028,50,0.027,61,0.026
what is the traffic like on the way to kaneohe,122,0.258,18,0.155,132,0.044,121,0.038,75,0.032,41,0.031,50,0.028,20,0.024,2,0.024,9,0.023
what date will my card be here,115,0.158,32,0.084,11,0.058,114,0.041,9,0.03,50,0.028,111,0.028,128,0.025,16,0.025,1,0.019
"""i'm sorry, i didn't understand what you said""",71,0.05,97,0.04,107,0.037,70,0.034,69,0.034,147,0.03,68,0.026,90,0.022,56,0.022,50,0.018
i want you to call bella,107,0.117,11,0.109,3,0.102,106,0.078,144,0.043,97,0.036,136,0.034,32,0.033,129,0.023,9,0.023
how much fuel do i need to get to buffalo,94,0.073,41,0.061,0,0.041,98,0.04,9,0.04,2,0.032,148,0.029,50,0.028,11,0.026,1,0.026
do you have any monkey jokes,32,0.104,11,0.104,90,0.036,9,0.034,147,0.026,50,0.026,96,0.026,39,0.024,21,0.022,69,0.018
you are how old,30,0.395,130,0.067,115,0.046,58,0.044,16,0.026,55,0.025,96,0.023,39,0.021,97,0.019,50,0.013
what is one dollar worth in mexico,117,0.342,81,0.061,19,0.059,55,0.031,9,0.029,41,0.024,75,0.018,39,0.018,49,0.016,16,0.013
i vote yes,130,0.139,97,0.087,50,0.03,23,0.023,39,0.021,69,0.02,90,0.019,114,0.019,75,0.018,86,0.017
"""my card got melted in the dryer and i need to report it, please""",146,0.166,11,0.125,36,0.07,92,0.068,9,0.066,8,0.051,32,0.045,138,0.037,71,0.016,39,0.016
what amount did i spend last week,57,0.169,9,0.057,58,0.044,8,0.032,11,0.029,114,0.028,32,0.026,85,0.024,1,0.022,115,0.02
"""text chrissy, i'm on my way""",2,0.241,68,0.186,121,0.082,41,0.048,129,0.035,75,0.027,132,0.025,3,0.023,42,0.014,107,0.013
add the current song to my favorite playlist,133,0.095,29,0.093,137,0.07,135,0.061,130,0.054,50,0.046,39,0.036,11,0.035,1,0.027,37,0.022
what meetings do i have today between noon and one,25,0.259,18,0.072,78,0.065,115,0.063,24,0.035,88,0.035,58,0.03,11,0.029,9,0.028,32,0.021
what is the next holiday,41,0.362,2,0.055,120,0.039,78,0.026,9,0.023,24,0.017,32,0.017,58,0.017,11,0.016,50,0.015
how much have i spent on groceries recently,57,0.21,8,0.091,139,0.062,9,0.057,11,0.03,114,0.028,85,0.024,32,0.023,50,0.022,104,0.019
could you schedule a meeting room for 4:00 on thursday,88,0.109,115,0.087,11,0.08,97,0.068,69,0.059,25,0.058,3,0.055,24,0.039,9,0.037,58,0.033
am i scheduled for any meetings between noon and one,25,0.127,88,0.084,115,0.071,78,0.052,24,0.051,97,0.043,58,0.04,147,0.034,18,0.023,6,0.02
how long do i have to pay the gas bill,38,0.184,110,0.091,33,0.077,85,0.045,32,0.043,58,0.039,114,0.039,99,0.036,11,0.029,50,0.027
i can't use my card because itâ€™s damaged badly,146,0.453,71,0.127,147,0.025,87,0.025,8,0.021,50,0.02,57,0.014,102,0.012,114,0.011,23,0.01
put laundry on my list of things to do,142,0.118,126,0.106,50,0.081,1,0.038,58,0.038,86,0.033,130,0.025,39,0.024,147,0.02,114,0.019
pay my light bill,110,0.194,33,0.149,114,0.062,11,0.053,8,0.045,85,0.041,9,0.026,50,0.024,1,0.023,60,0.02
i would like to know where the closest gas station is,38,0.171,11,0.153,32,0.106,9,0.079,148,0.035,41,0.032,99,0.031,2,0.023,75,0.022,3,0.018
help me figure out my state taxes,45,0.243,11,0.079,9,0.039,114,0.031,32,0.03,33,0.029,39,0.02,50,0.02,110,0.019,3,0.017
can i expect chili's to be busy at 4:30,11,0.06,112,0.059,9,0.046,82,0.046,32,0.045,58,0.042,115,0.035,50,0.034,77,0.028,18,0.027
can you put a block on my chase account right away,11,0.067,97,0.062,9,0.06,32,0.048,138,0.027,102,0.026,3,0.025,14,0.022,147,0.021,130,0.021
what is hello in french,118,0.402,144,0.061,9,0.06,55,0.026,107,0.022,68,0.019,70,0.013,50,0.012,109,0.011,3,0.01
"""how is the traffic normally driving into downtown washington, dc, from baltimore at 4:00 pm""",122,0.249,18,0.147,9,0.041,32,0.031,11,0.03,121,0.03,132,0.027,39,0.026,75,0.026,58,0.023
find me a recipe for chili,112,0.196,11,0.119,32,0.067,66,0.054,9,0.051,128,0.037,50,0.027,130,0.024,3,0.022,1,0.017
within what time is is fine to eat cooked tilapia kept in the fridge,112,0.104,58,0.077,130,0.069,77,0.062,129,0.059,1,0.051,50,0.037,11,0.031,34,0.027,55,0.025
can you show me how to get more checkbooks by mail,11,0.135,32,0.065,50,0.054,9,0.043,90,0.029,3,0.026,130,0.026,8,0.024,1,0.023,39,0.019
will my mastercard charge me a fee for international transactions,54,0.324,8,0.099,9,0.047,147,0.031,11,0.03,90,0.024,130,0.021,132,0.021,41,0.021,32,0.02
what are the minutes needed to cook the meal,77,0.431,58,0.083,11,0.022,66,0.021,19,0.021,9,0.019,6,0.019,55,0.016,129,0.016,81,0.016
can you help me locate my phone,11,0.189,32,0.166,63,0.132,9,0.096,75,0.018,130,0.017,50,0.015,90,0.014,26,0.013,39,0.012
write down appointment for tomorrow on my calendar,78,0.195,24,0.106,97,0.073,115,0.072,16,0.058,61,0.04,50,0.028,88,0.025,58,0.024,25,0.023
did i schedule any meetings for today,25,0.097,88,0.071,24,0.067,78,0.059,115,0.045,32,0.043,147,0.036,97,0.035,58,0.032,50,0.029
who do i contact to report fraud on my visa,92,0.192,11,0.069,129,0.06,3,0.057,9,0.042,128,0.042,50,0.039,2,0.028,138,0.025,132,0.025
"""i am not a bot, are you""",147,0.111,124,0.104,9,0.045,71,0.03,55,0.023,144,0.02,75,0.019,39,0.019,11,0.019,16,0.017
i want you to change to the male voice,11,0.115,135,0.071,53,0.063,27,0.056,107,0.038,129,0.031,32,0.028,69,0.027,39,0.025,97,0.024
i have to pay my water bill but need help doing it,110,0.221,33,0.2,9,0.099,11,0.089,32,0.027,85,0.026,114,0.022,23,0.016,130,0.015,50,0.014
what is my routing number on my checking account,121,0.232,9,0.087,16,0.036,1,0.03,55,0.029,39,0.023,50,0.022,114,0.021,130,0.019,147,0.018
when is the meeting with homer scheduled for,25,0.129,88,0.101,115,0.05,32,0.049,78,0.041,11,0.034,24,0.027,97,0.026,3,0.025,58,0.024
help me get an uber to ann arbor,41,0.255,2,0.035,128,0.035,32,0.032,3,0.031,50,0.031,11,0.03,121,0.026,116,0.026,132,0.026
i want to know how the mcdonalds reviews are,32,0.159,11,0.142,9,0.065,82,0.049,101,0.045,112,0.032,50,0.024,75,0.021,58,0.015,1,0.015
switch off whisper mode,56,0.251,27,0.097,147,0.037,87,0.033,11,0.033,39,0.028,107,0.024,97,0.023,50,0.017,23,0.017
i am thinking of switching to a different insurance plan,15,0.406,105,0.148,90,0.05,128,0.031,32,0.03,135,0.022,22,0.016,50,0.014,11,0.012,97,0.012
find directions to the sunshine car wash from my house,41,0.202,121,0.082,129,0.077,2,0.047,11,0.045,75,0.042,148,0.033,132,0.031,9,0.028,3,0.021
what is the current time in mexico city,58,0.161,75,0.063,115,0.061,17,0.05,9,0.044,6,0.029,11,0.026,32,0.023,39,0.023,50,0.021
"""the dog chewed up my card, will you find out what it takes to get a replacement""",146,0.133,108,0.11,9,0.11,111,0.07,11,0.06,32,0.051,8,0.043,71,0.032,36,0.021,3,0.018
which character is the most famous from titanic,50,0.053,39,0.052,11,0.048,9,0.041,68,0.029,32,0.027,55,0.027,1,0.026,96,0.025,130,0.025
"""i need my luggage found, i was on delta flight ab123 out of san francisco""",93,0.334,132,0.083,11,0.057,32,0.05,98,0.04,2,0.035,9,0.032,50,0.016,135,0.015,75,0.013
my check engine light is on and someone needs to look at it,16,0.19,11,0.102,138,0.052,32,0.047,58,0.037,61,0.035,75,0.033,39,0.03,9,0.029,130,0.022
i need to know what the latest is with my application for a visa credit card,128,0.217,32,0.061,11,0.06,2,0.055,50,0.052,9,0.041,115,0.04,61,0.036,58,0.027,16,0.027
i need you to flip a coin,7,0.359,11,0.172,9,0.074,39,0.031,32,0.028,114,0.02,19,0.017,90,0.017,16,0.013,97,0.012
is espn covering the golden state warriors game,75,0.047,130,0.036,26,0.032,90,0.029,147,0.026,69,0.026,121,0.024,50,0.023,9,0.023,39,0.02
play the song coming on next,137,0.286,37,0.088,1,0.076,86,0.053,50,0.046,133,0.044,42,0.027,11,0.021,29,0.02,121,0.017
"""hey there, how are you today""",118,0.553,75,0.025,32,0.019,68,0.014,50,0.012,94,0.011,11,0.011,39,0.01,90,0.01,107,0.009
tell me the nutrition info for a cup of milk,34,0.191,11,0.067,3,0.052,9,0.046,112,0.042,0,0.038,32,0.037,1,0.035,149,0.024,68,0.019
what can i buy with credit card points,4,0.108,11,0.094,13,0.042,9,0.041,8,0.04,41,0.029,32,0.027,128,0.027,114,0.026,39,0.025
can you tell me about the best tourist attractions in sweden,41,0.267,11,0.098,2,0.074,32,0.068,3,0.057,132,0.023,9,0.022,128,0.017,90,0.012,39,0.012
does your family have any pets,108,0.667,32,0.035,11,0.029,9,0.013,147,0.012,69,0.009,50,0.009,97,0.008,130,0.008,90,0.007
when's the ac bill due,115,0.078,16,0.056,50,0.048,110,0.046,58,0.046,85,0.038,33,0.037,32,0.034,1,0.033,57,0.031
what is my yearly salary,49,0.272,9,0.056,19,0.043,11,0.039,32,0.027,39,0.025,16,0.021,109,0.019,79,0.017,127,0.017
what are my insurance perks,105,0.303,32,0.048,11,0.047,4,0.034,9,0.03,50,0.027,15,0.023,39,0.016,128,0.014,13,0.014
how much have i earned this week,49,0.266,13,0.04,60,0.039,9,0.038,114,0.028,58,0.025,11,0.023,50,0.022,57,0.021,81,0.017
go back to initial settings,27,0.223,40,0.138,135,0.056,1,0.048,97,0.039,86,0.033,39,0.031,50,0.023,87,0.02,114,0.017
where was my package last at,50,0.11,9,0.105,16,0.042,1,0.033,148,0.024,11,0.023,32,0.021,93,0.02,128,0.02,75,0.019
what kind of plugs will i need when i'm in ecuador,65,0.189,41,0.054,11,0.045,9,0.037,132,0.031,32,0.03,50,0.022,2,0.02,128,0.019,97,0.019
do i have enough money in my chase account for a new refrigerator,23,0.096,32,0.086,11,0.048,50,0.048,9,0.047,90,0.037,3,0.035,128,0.032,114,0.032,49,0.028
can you link to my phone,11,0.177,32,0.175,9,0.062,63,0.052,26,0.03,67,0.028,130,0.023,90,0.019,39,0.017,71,0.016
how do i set up direct deposit for my bank of america account,89,0.18,11,0.084,129,0.079,9,0.077,32,0.049,1,0.042,50,0.023,39,0.021,130,0.021,114,0.017
send information about suspicious credit card activity,92,0.141,11,0.067,8,0.058,16,0.057,57,0.054,121,0.042,129,0.032,39,0.028,61,0.028,32,0.024
"""hello, what's up""",118,0.413,32,0.074,50,0.036,42,0.023,68,0.021,9,0.019,3,0.016,11,0.015,75,0.015,94,0.013
which time zones does european countries use,58,0.122,17,0.089,9,0.045,11,0.042,50,0.028,41,0.028,1,0.027,70,0.026,55,0.025,39,0.022
what is the year that were you born,115,0.257,30,0.192,9,0.054,11,0.024,96,0.022,16,0.021,55,0.021,58,0.019,69,0.014,39,0.014
my card just got declined when i was in home depot buying tile,71,0.377,8,0.103,147,0.027,75,0.025,50,0.025,87,0.025,39,0.023,9,0.018,57,0.016,23,0.015
do you know the total for taxes for my income,45,0.28,49,0.243,9,0.065,3,0.054,11,0.042,32,0.037,114,0.016,147,0.014,90,0.012,130,0.012
"""that's not right, so no""",147,0.301,71,0.181,97,0.107,87,0.067,150,0.039,69,0.017,144,0.016,50,0.016,107,0.015,91,0.012
does greece currently have any travel alerts in place,32,0.108,2,0.098,132,0.044,50,0.044,147,0.025,128,0.024,11,0.024,9,0.019,75,0.018,138,0.017
how many days for vacation do i have left,58,0.108,2,0.091,32,0.081,115,0.054,9,0.049,6,0.043,11,0.038,41,0.032,78,0.031,132,0.03
"""share my location with mom, please""",26,0.122,75,0.119,11,0.101,32,0.064,41,0.032,9,0.023,130,0.023,2,0.021,39,0.02,61,0.017
i want to get new insurance,15,0.327,105,0.106,128,0.101,11,0.058,32,0.048,50,0.025,97,0.02,27,0.017,130,0.013,44,0.012
i must know when should i get my oil changed next,48,0.191,125,0.121,11,0.073,1,0.051,32,0.049,50,0.043,9,0.04,46,0.029,115,0.027,58,0.025
where do i go to get my w-2,129,0.113,41,0.112,144,0.052,121,0.036,79,0.035,9,0.034,1,0.024,50,0.023,75,0.021,97,0.02
what sort of things do people do in new york,75,0.102,11,0.042,41,0.028,9,0.028,50,0.027,39,0.025,10,0.024,94,0.023,90,0.022,55,0.02
is it safe to travel to bermuda,32,0.147,2,0.087,41,0.077,132,0.067,11,0.048,50,0.038,128,0.03,100,0.029,3,0.025,75,0.02
what's the spanish word for pasta,144,0.171,9,0.114,55,0.057,112,0.052,70,0.044,107,0.037,96,0.026,39,0.019,16,0.017,97,0.016
is it possible to get reservations at ihop,69,0.258,97,0.064,11,0.055,50,0.05,32,0.04,75,0.039,112,0.034,1,0.033,82,0.029,130,0.029
please tell me when my flight will land,2,0.133,98,0.126,11,0.103,32,0.098,41,0.066,132,0.046,9,0.034,3,0.032,115,0.017,50,0.017
check battery health on this device,32,0.076,114,0.074,16,0.06,11,0.052,9,0.051,39,0.045,50,0.033,94,0.024,100,0.023,23,0.021
is it okay to use butter instead of margarine,72,0.265,32,0.101,11,0.075,128,0.055,97,0.032,90,0.032,55,0.021,39,0.019,9,0.019,34,0.019
what do you have me saved under,32,0.111,11,0.092,50,0.03,127,0.029,69,0.029,9,0.029,97,0.028,94,0.021,75,0.019,90,0.018
i don't remember where my phone is,63,0.143,16,0.112,147,0.04,9,0.035,18,0.033,90,0.032,75,0.029,71,0.023,11,0.021,130,0.019
book me a place to chicago from atlanta united airlines,41,0.161,97,0.073,121,0.072,80,0.072,98,0.057,2,0.056,69,0.052,3,0.047,11,0.029,32,0.022
what is npr reporting on right now,32,0.065,109,0.052,39,0.036,9,0.034,50,0.034,1,0.031,75,0.026,11,0.024,58,0.022,68,0.02
what time is it in tokyo,17,0.131,58,0.122,9,0.049,75,0.048,115,0.032,6,0.026,81,0.024,26,0.019,70,0.019,32,0.017
"""could you repeat that, please""",11,0.164,40,0.142,32,0.056,16,0.027,9,0.027,39,0.023,69,0.021,56,0.019,107,0.019,97,0.018
what's the newspaper today,50,0.048,68,0.041,9,0.036,39,0.03,115,0.026,32,0.024,16,0.023,1,0.022,75,0.021,130,0.02
can you read my gas level,99,0.129,38,0.111,32,0.082,11,0.075,94,0.07,9,0.052,68,0.031,114,0.021,130,0.017,90,0.017
i need to know how to spell xylophone,144,0.269,9,0.089,16,0.073,68,0.027,137,0.027,69,0.021,107,0.019,90,0.019,97,0.018,55,0.016
what date will my hy-vee card need to be renewed,111,0.163,115,0.081,32,0.08,44,0.055,11,0.047,9,0.046,58,0.023,50,0.023,16,0.018,125,0.015
does my vacation have approval,32,0.113,2,0.073,128,0.069,50,0.05,41,0.05,11,0.042,97,0.037,130,0.025,9,0.02,3,0.02
are there any exciting tourist things to do in boston,41,0.305,2,0.075,32,0.057,11,0.037,75,0.033,132,0.021,9,0.017,50,0.015,57,0.015,90,0.015
where do i find the routing number for bank of the west,9,0.135,121,0.121,1,0.033,41,0.032,55,0.029,3,0.028,75,0.026,39,0.026,50,0.025,97,0.021
what is my minimum verizon bill payment,110,0.149,19,0.143,33,0.088,11,0.058,9,0.05,32,0.026,85,0.026,8,0.024,114,0.021,1,0.019
how do i share my location with noel,26,0.246,9,0.058,75,0.057,11,0.056,147,0.023,130,0.023,32,0.02,90,0.015,41,0.014,94,0.014
which was my insurance plan again,105,0.225,40,0.149,86,0.073,50,0.036,130,0.032,39,0.031,15,0.029,27,0.022,16,0.022,97,0.021
what is the current weather like,31,0.381,9,0.044,32,0.04,11,0.029,39,0.021,50,0.019,55,0.016,75,0.013,97,0.013,16,0.013
is my request going to be approved for vacation,32,0.187,41,0.12,11,0.073,128,0.063,2,0.052,50,0.044,97,0.029,90,0.027,3,0.024,9,0.022
what are my gps coordinates right now,75,0.237,9,0.077,129,0.075,32,0.04,11,0.022,26,0.021,50,0.018,2,0.018,1,0.017,39,0.017
can you do algebra,32,0.129,11,0.085,9,0.072,130,0.064,90,0.037,39,0.036,147,0.03,97,0.029,128,0.023,94,0.018
please call me jim,3,0.165,107,0.109,11,0.092,136,0.071,106,0.065,32,0.06,53,0.023,51,0.021,75,0.014,97,0.012
alerts for travel in colombia,2,0.315,132,0.117,41,0.061,138,0.045,16,0.037,61,0.035,100,0.017,97,0.017,50,0.017,75,0.014
has the school my kids go to been in the news for any reason,147,0.087,9,0.055,130,0.044,50,0.028,39,0.023,58,0.022,75,0.022,90,0.021,11,0.019,94,0.017
is marijuana addictive,147,0.062,55,0.054,71,0.042,50,0.038,39,0.037,97,0.036,9,0.033,69,0.029,90,0.026,128,0.024
what country and city am i in,11,0.093,32,0.089,9,0.066,75,0.055,2,0.047,41,0.035,144,0.024,55,0.021,26,0.02,39,0.02
let me know the carry on policy for alaska airlines,2,0.122,11,0.088,41,0.085,32,0.081,3,0.053,86,0.045,132,0.022,9,0.021,50,0.019,75,0.017
take carrots off my list for shopping,140,0.108,104,0.101,72,0.084,147,0.065,11,0.06,112,0.037,87,0.035,71,0.031,50,0.03,142,0.026
make a pto request from dates may 3 to 9,11,0.143,32,0.106,39,0.055,41,0.042,115,0.041,9,0.032,69,0.03,121,0.03,90,0.028,50,0.028
i need a w2 form from,144,0.086,79,0.069,11,0.065,32,0.043,49,0.032,9,0.031,128,0.029,83,0.024,1,0.024,16,0.021
i want to see transactions from this month,8,0.161,32,0.093,115,0.083,11,0.076,57,0.032,1,0.021,78,0.02,24,0.019,50,0.018,20,0.018
remove anniversary dinner from my calendar on april 5,78,0.084,109,0.066,87,0.064,115,0.056,113,0.052,52,0.047,11,0.04,24,0.036,147,0.029,120,0.021
tell me today's scheduled conferences from noon on wards,25,0.048,11,0.045,32,0.044,97,0.042,24,0.037,3,0.036,115,0.035,78,0.035,58,0.029,1,0.026
how much was my last transaction for,8,0.174,57,0.119,91,0.056,9,0.032,114,0.023,50,0.022,85,0.022,39,0.019,1,0.019,115,0.016
"""i'd like to send a text to jack, say """"hi""",68,0.378,118,0.126,11,0.037,107,0.031,32,0.027,9,0.026,90,0.023,130,0.019,3,0.017,42,0.015
would you understand me if i speak to you in navajo,9,0.158,11,0.126,107,0.087,69,0.056,70,0.031,53,0.03,32,0.026,130,0.023,90,0.022,39,0.02
does the calendar already have easter noted on it,78,0.28,16,0.083,115,0.056,90,0.039,120,0.038,24,0.038,61,0.03,11,0.027,9,0.023,130,0.022
please inform me of the minimum payment of the bill,110,0.089,33,0.082,16,0.054,85,0.052,11,0.049,19,0.04,3,0.039,114,0.033,61,0.031,1,0.028
how soon until the milk expires,44,0.132,115,0.097,50,0.062,1,0.054,6,0.039,58,0.036,32,0.031,139,0.029,11,0.029,9,0.02
just call me sam,107,0.132,106,0.072,3,0.052,136,0.048,11,0.048,53,0.032,32,0.025,97,0.019,39,0.019,130,0.018
what is my apr,128,0.108,109,0.051,32,0.043,50,0.041,9,0.031,144,0.026,49,0.023,55,0.023,11,0.023,127,0.018
give me the conversion between ounces and cups,81,0.226,11,0.1,32,0.052,9,0.047,70,0.04,20,0.04,107,0.038,50,0.017,97,0.016,114,0.014
